IMP,Year,Shipping_From,Ship_via,Customer,FLT#/Vessle#,Original_Need_Date,CEB_authorized_date,Forwarder,Gross_weight(kg),Pickup_day,ETD_port,ETA_Santos_or_VCP,Sailing_TAT,DI_register_date,Customs_clearance_date,Clearance_TAT,KPI_expect_arrive_CEB_date,FIRM_ARRIVAL_on_CEB,CEB_LGC_estimated_receiving_date,Door_to_Door_TAT,International_Transportation_Cost_(USD),Channel
IMP1800391,2018,CD,Air,A31,EMIRATES,,43409,Asia Shipping,1391,05/15/18,05/17/18,05/22/18,5,05/23/18,05/23/18,1,05/15/18,05/23/18,05/25/18,8,10943.28,Green
IMP1800406,2018,CQ,Sea,ABO_Quanta,CAP SAN VICENT,,05/14/18,DHL,6378.6,05/21/18,05/25/18,06/27/18,33,06/28/18,06/28/18,2,07/15/18,06/29/18,06/29/18,39,2175,Green
IMP1800407,2018,CQ,Sea,ABO_Quanta,CAP SAN VINCENT,,05/14/18,DHL,5660.3,05/21/18,05/25/18,06/27/18,33,06/28/18,06/28/18,5,07/15/18,43138,06/29/18,42,2175,Green
IMP1800410,2018,CQ,Sea,ABO_Quanta,CAP SAN VINCENT,,05/15/18,DHL,3215.2,05/21/18,05/25/18,06/27/18,33,06/28/18,06/28/18,2,07/15/18,06/29/18,06/29/18,39,2175,Green
IMP1800404,2018,CQ,Sea,ABO_Quanta,CAP SAN VINCENT,,05/14/18,DHL,4833.3,05/21/18,05/25/18,06/27/18,33,06/28/18,06/28/18,2,07/15/18,06/29/18,06/29/18,39,2175,Green
IMP1800405,2018,CQ,Sea,ABO_Quanta,CAP SAN VINCENT,,05/14/18,DHL,6580.3,05/21/18,05/25/18,06/27/18,33,06/28/18,06/28/18,2,07/15/18,06/29/18,06/29/18,39,2175,Green
IMP1800402,2018,CQ,Sea,ABO_Quanta,CAP SAN VINCENT,,05/14/18,DHL,3175.1,05/17/18,05/25/18,06/27/18,33,06/28/18,06/28/18,5,43411,43138,43138,46,2175,Green
IMP1800395,2018,CQ,Sea,ABO_Quanta,CAP SAN VINCENT,,43409,DHL,2714.8,05/21/18,05/25/18,06/27/18,33,06/28/18,06/28/18,5,07/15/18,43138,43138,42,2175,Green
IMP1800394,2018,CQ,Sea,ABO_Quanta,CAP SAN VINCENT,,05/14/18,DHL,4031.3,05/21/18,05/25/18,06/27/18,33,06/28/18,06/28/18,5,07/15/18,43138,43138,42,2175,Green
IMP1800393,2018,CQ,Sea,ABO_Quanta,CAP SAN VINCENT,,43409,DHL,3168.4,05/21/18,05/25/18,06/27/18,33,06/28/18,06/28/18,2,07/15/18,06/29/18,06/29/18,39,2175,Green
IMP1800392,2018,CQ,Air,ABO_Quanta,EMIRATES,,43409,Asia Shipping,9,05/16/18,05/17/18,05/22/18,5,05/23/18,05/23/18,1,05/16/18,05/23/18,05/24/18,7,509.5,Green
BSP1800387,2018,CQ,Air,ABO,,,43378,Weida,510,43409,05/22/18,05/28/18,17,05/30/18,05/30/18,2,43409,05/30/18,05/30/18,19,3814.4,Green
BSP1800388,2018,MALASYA,Air,ABO,ATLAS,,43378,CEVA,65.3,43378,43409,05/18/18,7,05/18/18,05/18/18,0,43378,05/18/18,05/18/18,8,432.6,Green
IMP1800386,2018,CD,Air,A31,EMIRATES,,43378,Asia Shipping,94.5,05/14/18,05/15/18,05/22/18,7,05/22/18,05/22/18,0,05/14/18,05/22/18,05/24/18,8,1927.76,Green
IMP1800385,2018,CD,Air,A31,EMIRATES,,43378,Asia Shipping,119,05/14/18,05/18/18,05/22/18,4,05/22/18,05/22/18,0,05/14/18,05/22/18,05/24/18,8,1998.8,Green
IMP1800384,2018,CD,Air,A31,EMIRATES,,43378,Asia Shipping,33.5,05/14/18,05/18/18,05/22/18,4,05/22/18,05/22/18,0,05/14/18,05/22/18,05/24/18,8,844.4,Green
IMP1800383,2018,KS,Air,A31,LATAM,,43378,Asia Shipping,104,43409,05/14/18,05/18/18,4,05/21/18,05/21/18,3,43409,05/21/18,05/22/18,10,1119.6,Green
IMP1800381,2018,HKG,Air,ABO_DESKTOP,EMIRATES,,43348,Asia Shipping,1024.52,43378,05/13/18,05/15/18,2,05/16/18,05/16/18,1,43378,05/16/18,05/16/18,6,8913.46,Green
BSP1800380,2018,Miami,Air,A31,ATLAS,,43348,DHL,2.17,43317,43317,43348,1,43378,43378,1,43317,43378,43409,2,303.38,Green
IMP1800382,2018,CQ,Sea,ABO,CROATIA,,43348,DHL,20862.63,43409,05/16/18,06/20/18,35,06/20/18,06/20/18,2,43227,06/22/18,06/22/18,42,9125,Green
IMP1800376,2018,CD,Air,A31_Wistron,CARGOLUX,,43378,Asia Shipping,24.8,43378,43439,05/18/18,6,05/21/18,05/21/18,3,43378,05/21/18,05/22/18,11,794.72,Green
BSP1800377,2018,MALASYA,Air,ABO,KLM,,43317,Agility,417,43378,05/13/18,05/16/18,3,05/17/18,05/17/18,1,43378,05/17/18,05/17/18,7,2339.37,Green
IMP1800370,2018,CD,Air,A31_Wistron,EMIRATES,,43286,Asia Shipping,2417,43348,43409,05/18/18,9,05/18/18,05/18/18,0,43348,05/18/18,05/18/18,9,22398.01,Green
BSP1800367,2018,MEM,Air,ABO,,,43286,FEDEX,7.9,43225,43225,43348,4,43378,43378,2,43225,43409,05/15/18,6,94.97,Green
BSP1800368,2018,MEM,Air,ABO,,,43286,FEDEX,62.4,43195,43286,43378,3,43378,43378,1,43195,43409,43378,7,547.9,Green
BSP1800374,2018,Miami,Air,A31,ATLAS,,43317,Asia Shipping,40,43286,43286,43317,1,43348,43348,1,43286,43348,43378,2,431.41,Green
BSP1800373,2018,Miami,Air,A31,ATLAS,,43317,DHL,33.5,43286,43286,43317,1,43348,43348,1,43286,43348,43378,2,317.64,Green
BSP1800372,2018,Miami,Air,A31,ATLAS,,43317,DHL,21.21,43286,43286,43317,1,43348,43348,1,43286,43348,43378,2,317.64,Green
BSP1800371,2018,Miami,Air,A31,ATLAS,,43317,DHL,13.12,43286,43286,43317,1,43348,43348,1,43286,43348,43378,2,303.38,Green
IMP1800378,2018,CD,Sea,A31,VANTAGE,,43317,DHL,5729,43378,05/19/18,06/23/18,35,06/25/18,06/25/18,5,43197,06/28/18,43166,49,5563.58,Green
BSP1800366,2018,MEM,Air,ABO,,,43225,FEDEX,18.5,43195,43225,43348,4,43378,43378,2,43195,43409,43378,7,168.96,Green
BSP1800365,2018,Miami,Air,A31,ATLAS,,43225,DHL,6,43225,43225,43256,1,43317,43286,2,43225,43317,43317,3,303.38,Green
BSP1800364,2018,Miami,Air,A31,ATLAS,,43225,DHL,30,43225,43225,43256,1,43286,43286,2,43225,43317,43317,3,317.64,Green
BSP1800363,2018,Miami,Air,A31,ATLAS,,43225,DHL,31,43225,43225,43256,1,43286,43286,2,43225,43317,43317,3,317.64,Green
IMP1800361,2018,HKG,Sea,ABO_DESKTOP,VALUE,,43195,DHL,1125114,05/28/18,43318,43288,29,43411,43411,6,07/22/18,07/13/18,07/13/18,46,4300,Green
BSP1800360,2018,CQ,Air,ABO,,,43195,Weida,177,43317,43348,05/13/18,4,05/14/18,05/14/18,1,43317,05/14/18,05/15/18,6,1760.96,Green
BSP1800357,2018,MEM,Air,ABO,FEDEX,,43195,FEDEX,15.7,43195,43195,43286,3,43317,43317,1,43195,43317,43317,4,266.17,Green
BSP1800356,2018,MEM,Air,ABO,0,,43195,FEDEX,11.4,43195,43195,43286,3,43317,43317,1,43195,43317,43317,4,266.17,Green
IMP1800354,2018,SHA,Air,C16,CARGOLUX,,43164,Asia Shipping,4.12,43378,43439,05/18/18,6,05/21/18,05/21/18,3,43378,05/21/18,05/21/18,11,427.35,Green
BSP1800355,2018,KS,Sea,ABO,MSC ALBANY,,43164,Weida,6301.4,43286,05/16/18,06/18/18,33,06/19/18,06/19/18,2,43107,06/20/18,06/26/18,44,2100,Green
BSP1800352,2018,MEM,Air,ABO,0,,43164,FEDEX,3.3,43136,43136,43195,2,43286,43286,3,43136,43286,43317,5,74.86,Green
BSP1800353,2018,MEM,Air,ABO,FEDEX,,43164,FEDEX,7.9,43164,43164,43286,4,43317,43317,1,43164,43317,43317,5,94.97,Green
IMP1800362,2018,CD,Air,A31,CARGOLUX,,43195,Asia Shipping,120.5,43317,43409,05/18/18,7,05/21/18,05/21/18,3,43317,05/21/18,05/22/18,13,1470.44,Green
IMP1800359,2018,CQ,Sea,ABO_Quanta,CROATIA,,43195,DHL,2590.9,43409,05/16/18,06/20/18,35,06/20/18,06/20/18,5,43227,06/25/18,06/25/18,45,2175,Green
IMP1800358,2018,CQ,Sea,ABO_Quanta,CROATIA,,43195,DHL,3297,43409,05/16/18,06/20/18,35,06/20/18,06/20/18,5,43227,06/25/18,06/25/18,45,2175,Green
BSP1800350,2018,KUNSHAN,Sea,ABO,MOL LONDRINA,,43136,Weida,7842.5,43195,43409,43440,32,06/13/18,06/13/18,6,06/28/18,06/18/18,06/18/18,45,2100,Green
BSP1800349,2018,MEM,Air,ABO,0,,43136,FEDEX,8.3,43105,43136,43195,2,05/15/18,05/15/18,12,43105,05/16/18,05/16/18,15,215.16,Green
IMP1800348,2018,CD,Sea,A31_Wistron,,,43136,DHL,2030,05/14/18,05/19/18,06/23/18,35,06/25/18,06/25/18,5,43319,06/28/18,43166,45,4541.88,Green
IMP1800346,2018,CD,Air,A31_Wistron,EMIRATES,,43136,Asia Shipping,43,43195,43286,05/15/18,8,05/16/18,05/16/18,1,43195,05/16/18,05/16/18,12,1110.8,Green
BSP1800351,2018,MEM,Air,ABO,,,43136,FEDEX,1.3,43136,43164,43286,4,43317,43317,1,43136,43317,43317,6,60.05,Green
IMP1800339,2018,HKG,Sea,ABO_DESKTOP,VALIANT,,04/27/18,DHL,2588.6,05/14/18,05/22/18,06/16/18,33,06/25/18,06/25/18,11,43319,06/27/18,06/27/18,44,3098.41,Green
BSP1800345,2018,Miami,Air,A31,ATLAS,,43136,DHL,22.5,04/30/18,04/30/18,43105,1,43136,43136,1,04/30/18,43136,43136,2,317.64,Green
BSP1800343,2018,Miami,Air,A31,ATLAS,,43136,DHL,28,04/30/18,04/30/18,43105,1,43136,43136,1,04/30/18,43136,43164,2,317.64,Green
BSP1800344,2018,Miami,Air,A31,ATLAS,,04/25/18,DHL,33.5,04/30/18,04/30/18,43105,1,43136,43136,1,04/30/18,43136,43164,2,317.64,Green
IMP1800337,2018,CD,Air,A31_Wistron,EMIRATES,,04/26/18,Asia Shipping,16.5,04/27/18,43195,43317,4,43348,43348,1,04/27/18,43348,43348,12,640.16,Green
BSP1800338,2018,MEM,Air,ABO,0,,04/26/18,FEDEX,0.54,04/26/18,04/26/18,04/27/18,1,43136,43136,5,04/26/18,43136,43136,6,27.02,Green
IMP1800342,2018,CQ,Sea,ABO,CAPE SOUNIO,,04/27/18,Asia Shipping,13748.84,43164,43348,43410,39,43440,43440,3,06/27/18,06/14/18,06/14/18,42,5250,Green
IMP1800341,2018,CQ,Sea,ABO,CAPE SOUNIO,,04/27/18,Asia Shipping,14185,43164,43348,43410,39,43440,43440,3,06/27/18,06/14/18,06/14/18,42,5250,Green
BSP1800325,2018,USA,Air,A31,ATLAS,,04/23/18,Agility,33,04/23/18,04/24/18,04/25/18,1,04/25/18,04/25/18,0,04/23/18,04/25/18,04/26/18,2,317.64,Green
IMP1800324,2018,HK,Sea,ABO_DESKTOP,SEAMAX ROWAYTON,,04/23/18,Asia Shipping,5532.02,43286,43439,43318,32,43410,43410,5,43107,06/13/18,06/13/18,37,2100,Green
BSP1800328,2018,CD,Air,A31,LATAM,,04/25/18,DHL,32,04/24/18,04/25/18,04/25/18,0,04/26/18,04/26/18,1,04/24/18,04/26/18,04/26/18,2,317.64,Green
BSP1800327,2018,Miami,Air,A31,LATAM,,04/25/18,DHL,26,04/24/18,04/25/18,04/25/18,0,04/26/18,04/26/18,1,04/24/18,04/26/18,04/26/18,2,317.64,Green
IMP1800335,2018,CD,Air,A31,EMIRATES,,04/25/18,Asia Shipping,3.45,04/27/18,43195,43317,4,43348,43348,1,04/27/18,43348,43348,12,442.2,Green
IMP1800332,2018,CD,Air,A31,EMIRATES,,04/25/18,Asia Shipping,5.5,04/27/18,04/28/18,43317,10,43348,43348,1,04/27/18,43348,43378,12,482.2,Green
IMP1800334,2018,KS,Air,A31,LATAM,,04/25/18,Asia Shipping,39,04/26/18,04/29/18,43195,5,05/16/18,05/16/18,13,04/26/18,05/17/18,05/17/18,21,736.52,Green
IMP1800331,2018,CQ,Sea,ABO_Quanta,VALIANT,,04/25/18,DHL,3279.1,43286,43439,06/18/18,37,06/20/18,06/20/18,8,43107,06/26/18,06/22/18,50,2175,Green
IMP1800330,2018,CQ,Sea,ABO_Quanta,SEATRADE BLUE,,04/25/18,DHL,3390.7,43286,43439,06/18/18,37,06/20/18,06/20/18,8,43107,06/26/18,06/20/18,50,2175,Green
BSP1800326,2018,Miami,Air,A31,ATLAS,,04/24/18,DHL,35,04/23/18,04/24/18,04/25/18,1,04/25/18,04/25/18,0,04/23/18,04/25/18,04/25/18,2,317.64,Green
IMP1800315,2018,CD,Air,A31_Wistron,CARGOLUX,,04/23/18,Asia Shipping,29.75,04/26/18,43195,43286,3,43317,43317,1,04/26/18,43317,43317,12,835.52,Green
BSP1800318,2018,MEM,Air,ABO,0,,04/23/18,FEDEX,18.5,04/21/18,04/23/18,04/25/18,2,04/26/18,04/26/18,1,04/26/18,04/26/18,04/26/18,5,215.16,Green
BSP1800317,2018,MEM,Air,ABO,0,,04/23/18,FEDEX,18,04/21/18,04/23/18,04/25/18,4,04/26/18,04/26/18,1,04/21/18,04/26/18,04/26/18,5,234.72,Green
BSP1800316,2018,MEM,Air,ABO,0,,04/23/18,FEDEX,5.2,04/21/18,04/23/18,04/25/18,2,04/26/18,04/26/18,1,04/26/18,04/26/18,04/26/18,5,84.05,Green
BSP1800314,2018,Miami,Air,A31,ATLAS,,04/23/18,DHL,7,04/20/18,04/21/18,04/22/18,1,04/23/18,04/23/18,2,04/20/18,04/24/18,04/24/18,4,303.38,Green
IMP1800322,2018,CD,Sea,A31,SEAMAX ROWALTON,,04/25/18,DHL,1671,04/24/18,04/28/18,43318,41,43410,43410,5,06/18/18,06/13/18,06/13/18,50,5563.58,Green
IMP1800321,2018,CQ,Sea,ABO_Quanta,CAPE SOUNIO,,04/25/18,DHL,4108.9,43164,43348,43410,39,43440,43440,4,06/27/18,06/15/18,06/15/18,43,2175,Green
IMP1800319,2018,CQ,Sea,ABO_Quanta,CAPE SOUNIO,,04/23/18,DHL,4038.6,43164,43348,43410,39,43440,43440,7,06/27/18,06/18/18,06/18/18,46,2175,Green
IMP1800320,2018,CQ,Sea,ABO_Quanta,CAPE SOUNIO,,04/23/18,DHL,2875.6,43164,43348,43410,39,43440,43440,4,06/27/18,06/15/18,06/15/18,43,2175,Green
IMP1800336,2018,CQ,Sea,ABO_Quanta,CAPE SOUNIO,,04/25/18,DHL,3415.9,43164,43348,43410,39,43440,43440,4,06/27/18,06/15/18,06/15/18,43,2175,Green
IMP1800340,2018,CQ,Sea,ABO_Quanta,CAPE SOUNIO,,04/27/18,DHL,2686.1,43164,43348,43410,39,43440,43440,4,06/27/18,06/15/18,06/15/18,43,2175,Green
BSP1800311,2018,MALASYA,Air,ABO,ATLAS,,04/20/18,Asia Shipping,56.2,04/20/18,04/24/18,04/25/18,1,04/25/18,04/25/18,0,04/20/18,04/25/18,04/26/18,5,432.6,Green
IMP1800307,2018,SHA,Sea,A31_Wistron,SEAMAX ROWAYTON,,04/19/18,DHL,2431,04/24/18,04/28/18,43318,41,43318,43318,4,06/18/18,43440,43440,49,5563.58,Green
IMP1800312,2018,CQ,Sea,ABO,CMA CGM RODOLPHE,,04/20/18,DHL,24010.95,04/23/18,04/28/18,43106,34,43196,43196,10,06/17/18,43410,43410,49,9125,Green
BSP1800306,2018,CQ,Air,ABO,,,04/19/18,Weida,63,04/20/18,04/21/18,04/25/18,4,04/26/18,04/26/18,1,04/20/18,04/26/18,04/26/18,6,712.15,Green
IMP1800305,2018,CD,Air,A31,EMIRATES,,04/19/18,Asia Shipping,1,04/20/18,04/27/18,43105,4,43136,43136,1,04/20/18,43136,43136,12,421.3,Green
BSP1800304,2018,Miami,Air,A31,ATLAS,,04/18/18,DHL,4.5,04/18/18,04/18/18,04/18/18,0,04/19/18,04/19/18,1,04/18/18,04/19/18,04/23/18,1,303.38,Green
IMP1800310,2018,CD,Air,A31,CARGOLUX,,04/20/18,Asia Shipping,150.5,04/23/18,04/24/18,04/27/18,3,43136,43136,5,04/23/18,43136,43136,9,3246.8,Green
IMP1800309,2018,KS,Air,A31,KOREAN AIR CARGO,,04/20/18,Asia Shipping,1073,04/24/18,04/25/18,04/26/18,1,04/27/18,04/27/18,1,04/24/18,04/27/18,04/27/18,3,10788.34,Green
BSP1800303,2018,KS,Sea,ABO,MSC JEONGMIN,,04/17/18,Weida,9169,04/20/18,04/24/18,05/26/18,32,05/29/18,05/29/18,10,06/14/18,43226,05/31/18,46,3000,Green
BSP1800302,2018,MALASYA,Air,ABO,ATLAS,,04/17/18,CEVA,15,04/17/18,04/19/18,04/21/18,2,04/23/18,04/23/18,2,04/17/18,04/23/18,04/26/18,6,150.4,Green
IMP1800301,2018,CD,Air,A31_Wistron,EMIRATES,,04/17/18,Asia Shipping,10.8,04/19/18,04/23/18,43105,8,43136,43136,1,04/19/18,43136,43136,13,610.1,Green
BSP1800300,2018,Miami,Air,A31,ATLAS,,04/16/18,DHL,18.3,04/17/18,04/17/18,04/17/18,0,04/18/18,04/18/18,1,04/17/18,04/18/18,04/20/18,1,303.38,Green
BSP1800299,2018,Miami,Air,A31,ATLAS,,04/16/18,DHL,28.5,04/16/18,04/17/18,04/17/18,1,04/18/18,04/18/18,1,04/16/18,04/18/18,04/23/18,2,316.71,Green
IMP1800298,2018,USA,Air,A31,LATAM,,04/16/18,Panalpina,4.9,04/17/18,04/20/18,04/21/18,1,04/23/18,04/23/18,2,04/17/18,04/23/18,04/26/18,6,245,Green
BSP1800297,2018,MALASYA,Air,ABO,KLM,,04/16/18,Agility,1244,04/17/18,04/20/18,04/24/18,4,04/25/18,04/25/18,1,04/17/18,04/25/18,04/26/18,8,6978.84,Green
BSP1800296,2018,SHA,Air,ABO,ATLAS,,04/16/18,CEVA,93,04/17/18,04/19/18,04/21/18,2,04/23/18,04/23/18,2,04/17/18,04/23/18,04/26/18,6,734.16,Green
BSP1800295,2018,MEM,Air,ABO,0,,04/16/18,FEDEX,8.4,04/16/18,04/16/18,04/18/18,2,04/19/18,04/19/18,1,04/23/18,04/19/18,04/23/18,3,112.69,Green
BSP1800294,2018,MEM,Air,ABO,0,,04/16/18,FEDEX,62.6,04/16/18,04/16/18,04/18/18,2,04/19/18,04/19/18,1,04/23/18,04/19/18,04/23/18,3,547.9,Green
BSP1800293,2018,MEM,Air,ABO,0,,04/16/18,FEDEX,9.9,04/16/18,04/16/18,04/18/18,2,04/19/18,04/19/18,1,04/23/18,04/19/18,04/23/18,3,112.69,Green
IMP1800291,2018,HKG,Air,ABO_DESKTOP,EMIRATES,,04/16/18,Asia Shipping,283.36,04/17/18,04/19/18,04/27/18,8,04/27/18,04/27/18,0,04/17/18,04/27/18,04/27/18,10,3287.67,Green
IMP1800286,2018,SHA,Sea,ABO_DESKTOP,SEAMAX ROWAYTON,,43195,DHL,11250.18,43317,43439,43287,26,06/15/18,06/15/18,12,43138,06/19/18,06/13/18,42,4300,Green
IMP1800292,2018,CQ,Sea,ABO,CMA CGM RODOLPHE,,04/25/18,DHL,16303.45,04/23/18,04/28/18,43106,34,43196,43196,10,06/17/18,43410,43410,49,5475,Green
IMP1800289,2018,CQ,Sea,ABO,SWITZERLAND,,04/13/18,DHL,10867.21,04/17/18,04/21/18,05/24/18,33,05/28/18,05/28/18,13,43410,43257,43257,50,5475,Green
IMP1800290,2018,KS,Air,A31,EMIRATES,,04/13/18,Asia Shipping,3.2,04/17/18,04/19/18,04/24/18,5,04/24/18,04/24/18,0,04/17/18,04/24/18,04/26/18,7,400.2,Green
IMP1800288,2018,CQ,Sea,ABO_Quanta,SAN VICENT,,04/13/18,DHL,2793.3,04/19/18,04/25/18,05/27/18,32,05/29/18,05/29/18,9,06/13/18,43226,05/31/18,47,2175,Green
IMP1800287,2018,CQ,Sea,ABO_Quanta,SAN VICENT,,04/13/18,DHL,6207.8,04/19/18,04/25/18,05/28/18,33,05/29/18,05/29/18,8,06/13/18,43226,05/31/18,47,4325,Green
IMP1800282,2018,CD,Air,A31_TURIS,EMIRATES,,43438,Asia Shipping,11,04/17/18,04/20/18,04/24/18,4,04/25/18,04/25/18,1,04/17/18,04/25/18,04/26/18,8,598.8,Green
IMP1800283,2018,CD,Air,A31_Wistron,EMIRATES,,43438,Asia Shipping,7.7,04/16/18,04/17/18,04/24/18,7,04/25/18,04/25/18,1,04/16/18,04/25/18,04/26/18,9,534.4,Green
IMP1800284,2018,HK,Air,ABO_DESKTOP,EMIRATES,,43438,Asia Shipping,433,04/13/18,04/15/18,04/17/18,2,04/18/18,04/18/18,1,04/13/18,04/18/18,04/23/18,5,4150.95,Green
IMP1800280,2018,HK,Air,ABO_DESKTOP,EMIRATES,,43408,Asia Shipping,743.03,43438,04/15/18,04/17/18,2,04/18/18,04/18/18,10,43438,04/27/18,04/27/18,15,5450.45,Red
BSP1800278,2018,CQ,Air,ABO,KLM,,43408,Weida,255,43438,04/16/18,04/20/18,4,04/20/18,04/20/18,0,43438,04/20/18,04/23/18,8,3405.2,Green
BSP1800276,2018,MEM,Air,A31,ATLAS,,43408,DHL,6.5,43377,43377,43408,1,43438,43438,1,43377,43438,04/13/18,2,303.38,Green
IMP1800281,2018,CQ,Air,ABO,EMIRATES,,43408,DHL,36.5,04/14/18,04/19/18,04/27/18,8,04/27/18,04/27/18,0,04/14/18,04/27/18,04/27/18,13,1922.51,Green
IMP1800279,2018,CQ,Sea,ABO,CAP SAN JUAN,,43408,DHL,17474.93,43438,04/18/18,05/22/18,34,05/22/18,05/22/18,14,43257,43226,05/25/18,54,9125,Green
BSP1800269,2018,MEM,Air,ABO,,,43377,FEDEX,1.81,43347,43377,43408,1,43438,43438,2,43347,04/13/18,04/13/18,4,30.9,Green
BSP1800274,2018,Miami,Air,A31,ATLAS,,43377,DHL,30,43347,43347,43377,1,43408,43408,1,43347,43408,43408,2,316.71,Green
BSP1800271,2018,MEM,Air,ABO,,,43377,FEDEX,18.7,43347,43377,43438,2,04/13/18,04/13/18,1,04/16/18,04/13/18,04/16/18,4,168.96,Green
BSP1800273,2018,Miami,Air,A31,ATLAS,,43377,DHL,42,43347,43347,43377,1,43408,43408,1,43347,43408,43408,2,431.41,Green
BSP1800272,2018,MEM,Air,ABO,,,43347,FEDEX,82.8,43347,43377,43408,2,43438,43438,1,43347,43438,04/13/18,3,727.91,Green
IMP1800270,2018,CD,Air,A31,KLM,,43347,DHL,1.5,43377,43438,04/15/18,3,04/16/18,04/16/18,1,43377,04/16/18,04/20/18,6,280.4,Green
IMP1800263,2018,KS,Sea,ABO_DESKTOP,CAP SAN JUAN,,43224,DHL,105.65,43438,04/18/18,05/22/18,40,06/13/18,06/13/18,27,43257,06/18/18,06/18/18,67,35,Green
IMP1800275,2018,KS,Air,A31,EMIRATES,,43377,Asia Shipping,200,43438,04/14/18,04/17/18,3,04/18/18,04/18/18,1,43438,04/18/18,04/23/18,6,2341.7,Green
BSP1800266,2018,Taiwan,Air,ABO,,,43194,Weida,477,43347,43377,04/18/18,8,04/19/18,04/19/18,1,04/25/18,04/19/18,04/25/18,10,3568.88,Green
IMP1800255,2018,CD,Air,A31,EMIRATES,,43135,Asia Shipping,389.4,43377,04/15/18,04/17/18,2,04/18/18,04/18/18,1,43377,04/18/18,05/18/18,8,3428.34,Green
IMP1800256,2018,SHA,Sea,A31_Wistron,CMA CGM JAQUES,,43135,DHL,2355,43285,04/16/18,05/18/18,41,05/21/18,05/21/18,14,43106,43106,43106,55,4541.88,Green
IMP1800261,2018,MEM,Air,A31,KLM,,43163,DHL,5,43194,43224,43285,2,43285,43285,2,43194,43347,43438,5,323.09,Green
BSP1800259,2018,MEM,Air,A31,ATLAS,,43163,DHL,19.5,43135,43135,43163,1,43194,43194,1,43135,43194,43255,2,303.38,Green
BSP1800260,2018,MEM,Air,A31,ATLAS,,43163,DHL,30,43135,43135,43163,1,43194,43194,1,43135,43194,43255,2,316.71,Green
BSP1800258,2018,MEM,Air,A31,ATLAS,,43163,DHL,21,43135,43163,43163,0,43194,43194,1,43135,43194,43255,2,303.38,Green
IMP1800262,2018,HKG,Sea,ABO_DESKTOP,ANTHEA Y,,43163,DHL,2222.82,43347,04/13/18,43378,27,05/14/18,05/14/18,8,43165,05/18/18,05/18/18,39,2350,Green
IMP1800265,2018,KS,Sea,A31,MAERSK LAGUNA,,04/19/18,DHL,2290,04/20/18,43136,43165,32,43196,43196,3,06/14/18,43257,43257,47,2820.74,Green
IMP1800267,2018,CQ,Sea,ABO,CMA CGM JAQUES,,43194,DHL,19301.83,43347,04/16/18,05/17/18,31,05/18/18,05/18/18,18,43165,43196,05/25/18,56,9125,Green
BSP1800254,2018,MEMPHIS,Air,ABO,,,43163,FEDEX,13.2,43135,43135,43194,2,43224,43224,1,04/24/18,43224,04/13/18,3,118.57,Green
BSP1800253,2018,MEMPHIS,Air,ABO,,,43135,FEDEX,10.5,43135,43135,43194,2,43224,43224,1,04/22/18,43224,04/13/18,3,118.57,Green
BSP1800252,2018,MALAYSIA,Air,ABO,KLM,,43163,Agility,1241,43163,43377,04/14/18,4,04/16/18,04/16/18,2,43163,04/16/18,04/20/18,13,6962.01,Green
IMP1800251,2018,MEM,Air,ABO_DESKTOP,AZUL CARGO,,43163,DHL,713.9,43194,43347,04/14/18,5,04/16/18,04/16/18,2,43194,04/16/18,04/20/18,12,5107.95,Green
BSP1800250,2018,MEM,Air,ABO,ATLAS,,43135,DHL,3.9,03/29/18,03/30/18,03/31/18,2,,43163,3,03/29/18,43163,,5,220.99,Green
IMP1800249,2018,CD,Air,A31_Wistron,KLM,,03/29/18,Panalpina,10.5,43135,43194,43255,2,43347,43347,3,43135,43347,04/13/18,7,364.5,Green
IMP1800248,2018,Miami,Air,A31,AZUL CARGO,,03/28/18,Agility,2,03/30/18,43224,43285,2,43347,43347,2,03/30/18,43347,43408,10,230,Green
BSP1800246,2018,Miami,Air,A31,ATLAS,,03/28/18,DHL,44,03/27/18,03/28/18,03/28/18,1,,03/29/18,1,03/27/18,03/29/18,,2,449.85,Green
IMP1800244,2018,HONGKONG,Sea,ABO_DESKTOP,ANTHEA Y,,03/27/18,Agility,11351.81,43347,04/13/18,43378,27,05/15/18,05/15/18,8,43165,05/18/18,05/18/18,39,4300,Green
IMP1800241,2018,HONGKONG,Sea,ABO_DESKTOP,ANTHEA Y,,03/27/18,Asia Shipping,3346,43347,04/13/18,43378,27,05/14/18,05/14/18,8,43165,05/18/18,05/18/18,39,2350,Green
BSP1800239,2018,Miami,Air,A31,ATLAS,,03/27/18,DHL,14,03/26/18,03/28/18,03/28/18,0,03/28/18,03/28/18,0,03/26/18,03/28/18,03/29/18,2,304.46,Green
BSP1800238,2018,Miami,Air,A31,ATLAS,,03/27/18,DHL,27.5,03/26/18,03/27/18,03/27/18,1,03/28/18,03/28/18,1,03/26/18,03/28/18,03/29/18,2,320.56,Green
IMP1800189,2018,KS,Sea,A31,MAERSK LETICIA,,03/28/18,Weida,2005,03/30/18,43163,43256,33,43286,43286,4,05/24/18,43378,43409,41,2615,Green
IMP1800242,2018,KS,Air,A31,LATAM,,03/27/18,Weida,741.41,03/28/18,03/30/18,43255,7,43347,43347,3,03/28/18,43347,43438,12,4375.44,Green
